 

stn;time;uto200s0;tre200s0;rre150z0;rco150z0;sre000z0
BAS;202310010530;9.2;10.9;0.0;0;0
BAS;202310010540;9.2;10.8;0.0;0;0
BAS;202310010550;9.2;11.0;0.0;0;0
BAS;202310010600;9.2;10.8;0.0;0;0
BAS;202310010610;9.3;11.1;0.0;0;0
BAS;202310010620;9.3;11.1;0.0;0;0
BAS;202310010630;9.2;11.2;0.0;0;7
BAS;202310010640;9.4;11.6;0.0;0;7
BAS;202310010650;9.4;11.8;0.0;0;0
BAS;202310010700;9.4;12.0;0.0;0;0
BAS;202310010710;9.5;12.2;0.0;0;0
BAS;202310010720;9.6;12.6;0.0;0;4
BAS;202310010730;9.6;12.8;0.0;0;10
BAS;202310010740;9.8;13.4;0.0;0;10
BAS;202310010750;9.8;13.5;0.0;0;10
BAS;202310010800;9.7;13.8;0.0;0;10
BAS;202310010810;9.7;14.1;0.0;0;10
BAS;202310010820;9.9;14.4;0.0;0;10
BAS;202310010830;10.2;15.5;0.0;0;10
BAS;202310010840;10.2;15.8;0.0;0;10
BAS;202310010850;10.0;16.2;0.0;0;10
BAS;202310010900;10.4;16.8;0.0;0;10
BAS;202310010910;10.4;17.6;0.0;0;10
BAS;202310010920;10.6;18.4;0.0;0;10
BAS;202310010930;10.4;18.2;0.0;0;10
BAS;202310010940;10.5;18.7;0.0;0;10
BAS;202310010950;10.6;19.0;0.0;0;10
BAS;202310011000;10.7;19.3;0.0;0;10
BAS;202310011010;10.2;18.8;0.0;0;10
BAS;202310011020;10.9;20.1;0.0;0;10
BAS;202310011030;10.9;20.7;0.0;0;10
BAS;202310011040;10.8;20.4;0.0;0;10
BAS;202310011050;10.8;20.8;0.0;0;10
BAS;202310011100;11.1;21.6;0.0;0;10
BAS;202310011110;10.8;21.1;0.0;0;10
BAS;202310011120;10.9;21.5;0.0;0;10
BAS;202310011130;11.1;21.8;0.0;0;10
BAS;202310011140;11.0;21.6;0.0;0;10
BAS;202310011150;11.0;22.2;0.0;0;10
BAS;202310011200;11.4;23.4;0.0;0;10
BAS;202310011210;11.0;23.1;0.0;0;10
BAS;202310011220;10.8;23.3;0.0;0;10
BAS;202310011230;10.9;24.0;0.0;0;10
BAS;202310011240;11.4;24.0;0.0;0;10
BAS;202310011250;10.7;23.3;0.0;0;10
BAS;202310011300;10.9;23.9;0.0;0;10
BAS;202310011310;10.8;24.3;0.0;0;10
BAS;202310011320;11.2;24.7;0.0;0;10
BAS;202310011330;10.9;24.7;0.0;0;10
BAS;202310011340;10.8;24.8;0.0;0;10
BAS;202310011350;10.6;25.3;0.0;0;10
BAS;202310011400;10.5;25.2;0.0;0;10
BAS;202310011410;10.6;25.0;0.0;0;10
BAS;202310011420;10.6;25.4;0.0;0;10
BAS;202310011430;10.0;25.0;0.0;0;10
BAS;202310011440;9.4;25.2;0.0;0;10
BAS;202310011450;10.1;25.3;0.0;0;10
BAS;202310011500;10.1;25.1;0.0;0;10
BAS;202310011510;10.3;24.9;0.0;0;10
BAS;202310011520;9.9;25.0;0.0;0;10
BAS;202310011530;10.5;24.8;0.0;0;10
BAS;202310011540;10.6;24.4;0.0;0;10
BAS;202310011550;10.7;23.9;0.0;0;10
BAS;202310011600;10.8;23.9;0.0;0;10
BAS;202310011610;11.2;23.5;0.0;0;10
BAS;202310011620;10.9;23.2;0.0;0;10
BAS;202310011630;10.8;23.0;0.0;0;8
BAS;202310011640;11.0;22.0;0.0;0;1
BAS;202310011650;11.0;21.0;0.0;0;0
BAS;202310011700;10.7;22.2;0.0;0;0
BAS;202310011710;10.6;22.1;0.0;0;0
BAS;202310011720;10.7;21.3;0.0;0;0
BAS;202310011730;10.9;19.6;0.0;0;0
BAS;202310011740;10.9;20.3;0.0;0;0
BAS;202310011750;11.0;20.2;0.0;0;0
BAS;202310011800;11.1;19.8;0.0;0;0
BAS;202310011810;11.1;19.4;0.0;0;0
BAS;202310011820;11.1;18.9;0.0;0;0
BAS;202310011830;11.1;18.9;0.0;0;0
BAS;202310011840;11.1;18.8;0.0;0;0
BAS;202310011850;11.1;17.8;0.0;0;0
BAS;202310011900;11.1;18.7;0.0;0;0
BAS;202310011910;11.1;16.6;0.0;0;0
BAS;202310011920;10.8;15.6;0.0;0;0
BAS;202310011930;10.8;15.0;0.0;0;0
BAS;202310011940;11.1;14.8;0.0;0;0
BAS;202310011950;11.0;14.6;0.0;0;0
BAS;202310012000;11.0;15.7;0.0;0;0
BAS;202310012010;11.0;16.0;0.0;0;0
BAS;202310012020;10.9;16.2;0.0;0;0
BAS;202310012030;10.9;16.4;0.0;0;0
BAS;202310012040;10.8;15.9;0.0;0;0
BAS;202310012050;10.7;15.8;0.0;0;0
BAS;202310012100;10.7;15.7;0.0;0;0
BAS;202310012110;10.8;16.4;0.0;0;0
BAS;202310012120;10.8;16.4;0.0;0;0
BAS;202310012130;10.7;16.0;0.0;0;0
BAS;202310012140;10.5;15.9;0.0;0;0
BAS;202310012150;10.5;15.7;0.0;0;0
BAS;202310012200;10.5;15.2;0.0;0;0
BAS;202310012210;10.5;15.1;0.0;0;0
BAS;202310012220;10.7;15.1;0.0;0;0
BAS;202310012230;10.8;15.2;0.0;0;0
BAS;202310012240;10.8;15.0;0.0;0;0
BAS;202310012250;10.6;14.4;0.0;0;0
BAS;202310012300;10.6;14.8;0.0;0;0
BAS;202310012310;10.5;14.4;0.0;0;0
BAS;202310012320;10.7;14.5;0.0;0;0
BAS;202310012330;10.6;14.5;0.0;0;0
BAS;202310012340;10.7;14.4;0.0;0;0
BAS;202310012350;10.5;13.7;0.0;0;0
BAS;202310020000;10.7;14.6;0.0;0;0
BAS;202310020010;10.7;14.2;0.0;0;0
BAS;202310020020;10.6;13.8;0.0;0;0
BAS;202310020030;10.6;13.9;0.0;0;0
BAS;202310020040;10.6;13.9;0.0;0;0
BAS;202310020050;10.4;13.5;0.0;0;0
BAS;202310020100;10.4;13.4;0.0;0;0
BAS;202310020110;10.6;13.9;0.0;0;0
BAS;202310020120;10.6;14.0;0.0;0;0
BAS;202310020130;10.6;13.9;0.0;0;0
BAS;202310020140;10.5;13.8;0.0;0;0
BAS;202310020150;10.6;14.0;0.0;0;0
BAS;202310020200;10.5;13.7;0.0;0;0
BAS;202310020210;10.4;13.6;0.0;0;0
BAS;202310020220;10.5;13.6;0.0;0;0
BAS;202310020230;9.5;11.3;0.0;0;0
BAS;202310020240;9.3;11.1;0.0;0;0
BAS;202310020250;10.0;12.6;0.0;0;0
BAS;202310020300;10.3;12.9;0.0;0;0
BAS;202310020310;9.8;13.0;0.0;0;0
BAS;202310020320;9.8;12.8;0.0;0;0
BAS;202310020330;9.9;12.7;0.0;0;0
BAS;202310020340;10.1;13.0;0.0;0;0
BAS;202310020350;10.3;13.2;0.0;0;0
BAS;202310020400;10.4;13.5;0.0;0;0
BAS;202310020410;10.5;13.6;0.0;0;0
BAS;202310020420;10.6;13.7;0.0;0;0
BAS;202310020430;10.6;13.7;0.0;0;0
BAS;202310020440;10.5;13.6;0.0;0;0
BAS;202310020450;10.4;13.3;0.0;0;0
BAS;202310020500;10.4;13.4;0.0;0;0
BAS;202310020510;10.5;13.6;0.0;0;0
BAS;202310020520;10.4;13.3;0.0;0;0
BAS;202310020530;10.4;13.6;0.0;0;0
BAS;202310020540;10.5;13.7;0.0;0;0
BAS;202310020550;10.3;13.4;0.0;0;0
BAS;202310020600;10.2;13.5;0.0;0;0
BAS;202310020610;10.3;13.4;0.0;0;0
BAS;202310020620;10.4;13.6;0.0;0;0
BAS;202310020630;10.4;13.6;0.0;0;6
BAS;202310020640;10.6;14.1;0.0;0;8
BAS;202310020650;10.5;14.1;0.0;0;0
BAS;202310020700;10.6;14.3;0.0;0;0
BAS;202310020710;10.6;14.4;0.0;0;0
BAS;202310020720;10.7;14.6;0.0;0;3
BAS;202310020730;10.5;14.8;0.0;0;10
BAS;202310020740;11.0;15.4;0.0;0;10
BAS;202310020750;10.8;15.7;0.0;0;10
BAS;202310020800;11.0;16.0;0.0;0;10
BAS;202310020810;10.9;16.1;0.0;0;10
BAS;202310020820;11.5;16.9;0.0;0;10
BAS;202310020830;11.4;17.0;0.0;0;10
BAS;202310020840;11.3;17.1;0.0;0;10
BAS;202310020850;11.9;18.1;0.0;0;10
BAS;202310020900;11.5;18.4;0.0;0;10
BAS;202310020910;12.0;18.9;0.0;0;10
BAS;202310020920;11.7;18.7;0.0;0;10
BAS;202310020930;11.6;19.0;0.0;0;10
BAS;202310020940;12.0;19.7;0.0;0;10
BAS;202310020950;11.8;20.4;0.0;0;10
BAS;202310021000;12.3;21.0;0.0;0;10
BAS;202310021010;11.9;20.8;0.0;0;10
BAS;202310021020;11.8;21.3;0.0;0;10
BAS;202310021030;11.7;21.4;0.0;0;10
BAS;202310021040;11.9;22.1;0.0;0;10
BAS;202310021050;11.8;21.9;0.0;0;10
BAS;202310021100;11.9;22.5;0.0;0;10
BAS;202310021110;11.8;23.2;0.0;0;10
BAS;202310021120;11.8;23.4;0.0;0;10
BAS;202310021130;12.1;24.3;0.0;0;10
BAS;202310021140;12.2;24.5;0.0;0;10
BAS;202310021150;11.9;24.6;0.0;0;10
BAS;202310021200;12.0;25.3;0.0;0;10
BAS;202310021210;11.4;25.2;0.0;0;10
BAS;202310021220;11.5;25.4;0.0;0;10
BAS;202310021230;11.7;26.7;0.0;0;10
BAS;202310021240;11.2;26.1;0.0;0;10
BAS;202310021250;11.6;26.8;0.0;0;10
BAS;202310021300;11.4;27.0;0.0;0;10
BAS;202310021310;11.5;26.7;0.0;0;10
BAS;202310021320;11.3;27.0;0.0;0;10
BAS;202310021330;11.5;27.6;0.0;0;10
BAS;202310021340;10.8;27.2;0.0;0;10
BAS;202310021350;11.2;27.2;0.0;0;10
BAS;202310021400;11.1;27.3;0.0;0;10
BAS;202310021410;10.9;27.9;0.0;0;10
BAS;202310021420;11.1;27.6;0.0;0;10
BAS;202310021430;10.6;27.5;0.0;0;10
BAS;202310021440;10.3;28.0;0.0;0;10
BAS;202310021450;10.7;27.5;0.0;0;10
BAS;202310021500;11.3;27.6;0.0;0;10
BAS;202310021510;10.8;27.4;0.0;0;10
BAS;202310021520;10.8;27.1;0.0;0;10
BAS;202310021530;10.9;27.1;0.0;0;10
BAS;202310021540;10.7;27.2;0.0;0;10
BAS;202310021550;11.1;26.6;0.0;0;10
BAS;202310021600;11.1;26.6;0.0;0;10
BAS;202310021610;11.1;26.1;0.0;0;10
BAS;202310021620;11.1;25.7;0.0;0;10
BAS;202310021630;11.6;24.5;0.0;0;7
BAS;202310021640;12.2;23.1;0.0;0;0
BAS;202310021650;12.1;23.3;0.0;0;0
BAS;202310021700;12.1;22.3;0.0;0;0
BAS;202310021710;12.0;22.4;0.0;0;0
BAS;202310021720;11.8;23.6;0.0;0;0
BAS;202310021730;11.9;23.3;0.0;0;0
BAS;202310021740;11.9;23.0;0.0;0;0
BAS;202310021750;11.8;23.1;0.0;0;0
BAS;202310021800;11.9;22.5;0.0;0;0
BAS;202310021810;11.9;21.1;0.0;0;0
BAS;202310021820;12.0;21.9;0.0;0;0
BAS;202310021830;12.1;21.5;0.0;0;0
BAS;202310021840;12.1;20.2;0.0;0;0
BAS;202310021850;12.0;20.6;0.0;0;0
BAS;202310021900;12.0;19.4;0.0;0;0
BAS;202310021910;12.0;20.3;0.0;0;0
BAS;202310021920;12.0;20.5;0.0;0;0
BAS;202310021930;11.9;20.7;0.0;0;0
BAS;202310021940;11.8;19.9;0.0;0;0
BAS;202310021950;11.9;20.2;0.0;0;0
BAS;202310022000;11.9;19.3;0.0;0;0
BAS;202310022010;12.0;19.7;0.0;0;0
BAS;202310022020;12.2;19.3;0.0;0;0
BAS;202310022030;12.2;18.9;0.0;0;0
BAS;202310022040;12.2;18.5;0.0;0;0
BAS;202310022050;11.9;18.9;0.0;0;0
BAS;202310022100;11.9;19.0;0.0;0;0
BAS;202310022110;11.8;18.7;0.0;0;0
BAS;202310022120;11.7;18.5;0.0;0;0
BAS;202310022130;11.7;18.3;0.0;0;0
BAS;202310022140;11.7;18.3;0.0;0;0
BAS;202310022150;11.6;18.1;0.0;0;0
BAS;202310022200;11.7;17.8;0.0;0;0
BAS;202310022210;11.6;18.0;0.0;0;0
BAS;202310022220;11.6;17.7;0.0;0;0
BAS;202310022230;11.6;17.6;0.0;0;0
BAS;202310022240;11.4;16.7;0.0;0;0
BAS;202310022250;11.4;17.0;0.0;0;0
BAS;202310022300;11.4;16.5;0.0;0;0
BAS;202310022310;11.4;16.5;0.0;0;0
BAS;202310022320;11.5;17.2;0.0;0;0
BAS;202310022330;11.5;17.0;0.0;0;0
BAS;202310022340;11.5;16.9;0.0;0;0
BAS;202310022350;11.4;16.7;0.0;0;0
BAS;202310030000;11.4;16.8;0.0;0;0
BAS;202310030010;11.4;16.5;0.0;0;0
BAS;202310030020;11.4;16.5;0.0;0;0
BAS;202310030030;11.4;16.3;0.0;0;0
BAS;202310030040;11.3;16.1;0.0;0;0
BAS;202310030050;11.2;15.9;0.0;0;0
BAS;202310030100;11.3;15.7;0.0;0;0
BAS;202310030110;11.3;15.6;0.0;0;0
BAS;202310030120;11.3;16.1;0.0;0;0
BAS;202310030130;11.2;15.8;0.0;0;0
BAS;202310030140;11.2;15.6;0.0;0;0
BAS;202310030150;11.1;15.1;0.0;0;0
BAS;202310030200;11.1;15.2;0.0;0;0
BAS;202310030210;11.3;15.4;0.0;0;0
BAS;202310030220;11.3;15.4;0.0;0;0
BAS;202310030230;11.1;15.2;0.0;0;0
BAS;202310030240;10.5;13.3;0.0;0;0
BAS;202310030250;10.6;14.2;0.0;0;0
BAS;202310030300;10.6;13.8;0.0;0;0
BAS;202310030310;11.2;15.3;0.0;0;0
BAS;202310030320;11.2;15.3;0.0;0;0
BAS;202310030330;11.1;15.1;0.0;0;0
BAS;202310030340;11.0;15.0;0.0;0;0
BAS;202310030350;10.9;14.8;0.0;0;0
BAS;202310030400;10.8;14.8;0.0;0;0
BAS;202310030410;10.2;12.9;0.0;0;0
BAS;202310030420;10.4;13.7;0.0;0;0
BAS;202310030430;10.7;13.8;0.0;0;0
BAS;202310030440;10.8;14.1;0.0;0;0
BAS;202310030450;10.7;13.9;0.0;0;0
BAS;202310030500;10.6;13.9;0.0;0;0
BAS;202310030510;10.6;13.8;0.0;0;0
BAS;202310030520;10.6;13.9;0.0;0;0
BAS;202310030530;10.7;13.8;0.0;0;0
BAS;202310030540;10.8;14.1;0.0;0;0
BAS;202310030550;10.6;13.9;0.0;0;0
BAS;202310030600;10.6;14.1;0.0;0;0
BAS;202310030610;10.7;14.3;0.0;0;0
BAS;202310030620;10.8;14.3;0.0;0;2
BAS;202310030630;10.8;14.6;0.0;0;10
BAS;202310030640;10.8;14.7;0.0;0;9
BAS;202310030650;10.8;15.0;0.0;0;0
BAS;202310030700;10.7;15.2;0.0;0;0
BAS;202310030710;10.7;15.4;0.0;0;0
BAS;202310030720;10.6;15.6;0.0;0;4
BAS;202310030730;10.5;16.1;0.0;0;10
BAS;202310030740;10.6;16.5;0.0;0;10
BAS;202310030750;10.7;16.9;0.0;0;10
BAS;202310030800;10.7;17.3;0.0;0;10
BAS;202310030810;10.9;17.7;0.0;0;10
BAS;202310030820;10.7;18.3;0.0;0;10
BAS;202310030830;11.1;19.0;0.0;0;10
BAS;202310030840;11.2;19.1;0.0;0;10
BAS;202310030850;11.0;19.7;0.0;0;10
BAS;202310030900;10.9;20.0;0.0;0;10
BAS;202310030910;11.2;20.7;0.0;0;10
BAS;202310030920;11.4;21.9;0.0;0;10
BAS;202310030930;11.1;22.2;0.0;0;10
BAS;202310030940;10.7;22.2;0.0;0;10
BAS;202310030950;10.8;22.9;0.0;0;10
BAS;202310031000;11.1;24.1;0.0;0;10
BAS;202310031010;10.5;24.7;0.0;0;10
BAS;202310031020;10.6;25.3;0.0;0;10
BAS;202310031030;10.6;25.5;0.0;0;10
BAS;202310031040;10.4;25.6;0.0;0;10
BAS;202310031050;10.6;25.8;0.0;0;10
BAS;202310031100;11.0;25.6;0.0;0;10
BAS;202310031110;10.9;25.3;0.0;0;10
BAS;202310031120;11.0;25.3;0.0;0;10
BAS;202310031130;10.8;25.3;0.0;0;10
BAS;202310031140;11.2;25.4;0.0;0;10
BAS;202310031150;11.2;25.9;0.0;0;10
BAS;202310031200;11.2;25.6;0.0;0;10
BAS;202310031210;11.4;25.8;0.0;0;5
BAS;202310031220;11.1;24.9;0.0;0;0
BAS;202310031230;11.4;24.5;0.0;0;0
BAS;202310031240;11.7;24.4;0.0;0;0
BAS;202310031250;11.6;24.0;0.0;0;0
BAS;202310031300;11.7;23.8;0.0;0;0
BAS;202310031310;11.5;23.7;0.0;0;0
BAS;202310031320;11.5;23.6;0.0;0;0
BAS;202310031330;11.8;23.5;0.0;0;1
BAS;202310031340;11.8;23.3;0.0;0;2
BAS;202310031350;12.0;22.8;0.0;0;0
BAS;202310031400;12.1;22.6;0.0;0;0
BAS;202310031410;11.9;22.7;0.0;0;1
BAS;202310031420;11.7;22.6;0.0;0;0
BAS;202310031430;11.8;22.6;0.0;0;0
BAS;202310031440;11.6;22.8;0.0;0;1
BAS;202310031450;11.6;22.7;0.0;0;0
BAS;202310031500;11.6;22.6;0.0;0;0
BAS;202310031510;11.5;23.0;0.0;0;2
BAS;202310031520;11.5;22.5;0.0;0;0
BAS;202310031530;11.6;22.4;0.0;0;0
BAS;202310031540;11.6;20.9;0.0;0;0
BAS;202310031550;11.7;20.2;0.0;3;0
BAS;202310031600;11.2;20.0;0.0;0;0
BAS;202310031610;11.6;19.5;0.0;3;0
BAS;202310031620;11.7;18.6;0.0;2;0
BAS;202310031630;11.9;18.7;0.0;0;0
BAS;202310031640;12.0;18.6;0.0;0;0
BAS;202310031650;12.2;18.5;0.0;0;0
BAS;202310031700;12.3;18.4;0.0;0;0
BAS;202310031710;12.2;18.2;0.0;0;0
BAS;202310031720;12.3;18.0;0.0;0;0
BAS;202310031730;12.2;17.9;0.0;2;0
BAS;202310031740;12.1;17.7;0.0;0;0
BAS;202310031750;11.8;17.5;0.0;0;0
BAS;202310031800;11.6;17.4;0.0;0;0
BAS;202310031810;11.4;17.4;0.0;0;0
BAS;202310031820;11.3;17.3;0.0;0;0
BAS;202310031830;11.3;17.3;0.0;0;0
BAS;202310031840;11.4;17.1;0.0;0;0
BAS;202310031850;11.6;17.0;0.0;0;0
BAS;202310031900;11.7;16.9;0.0;0;0
BAS;202310031910;11.7;16.8;0.0;0;0
BAS;202310031920;11.6;16.5;0.0;0;0
BAS;202310031930;11.4;16.2;0.0;0;0
BAS;202310031940;11.4;16.0;0.0;0;0
BAS;202310031950;11.3;16.1;0.0;0;0
BAS;202310032000;11.2;16.0;0.0;0;0
BAS;202310032010;11.3;15.9;0.0;0;0
BAS;202310032020;11.3;15.4;0.0;0;0
BAS;202310032030;11.1;14.8;0.0;0;0
BAS;202310032040;10.9;14.3;0.0;0;0
BAS;202310032050;10.7;13.6;0.0;0;0
BAS;202310032100;10.4;13.2;0.0;0;0
BAS;202310032110;10.8;14.2;0.0;0;0
BAS;202310032120;10.4;13.2;0.0;0;0
BAS;202310032130;10.4;13.4;0.0;0;0
BAS;202310032140;10.3;13.0;0.0;0;0
BAS;202310032150;10.5;13.4;0.0;0;0
BAS;202310032200;10.2;13.1;0.0;0;0
BAS;202310032210;10.1;13.2;0.0;0;0
BAS;202310032220;9.9;12.5;0.0;0;0
BAS;202310032230;10.1;13.1;0.0;0;0
BAS;202310032240;9.9;12.3;0.0;0;0
BAS;202310032250;9.9;12.3;0.0;0;0
BAS;202310032300;10.0;12.4;0.0;0;0
BAS;202310032310;9.9;12.4;0.0;0;0
BAS;202310032320;10.1;12.8;0.0;0;0
BAS;202310032330;9.8;11.9;0.0;0;0
BAS;202310032340;10.1;12.7;0.0;0;0
BAS;202310032350;10.4;13.3;0.0;0;0
BAS;202310040000;10.3;12.8;0.0;0;0
BAS;202310040010;10.4;13.1;0.0;0;0
BAS;202310040020;10.5;12.9;0.0;0;0
BAS;202310040030;10.5;13.4;0.0;0;0
BAS;202310040040;10.5;12.9;0.0;0;0
BAS;202310040050;10.5;12.9;0.0;0;0
BAS;202310040100;10.4;12.7;0.0;0;0
BAS;202310040110;10.2;12.4;0.0;0;0
BAS;202310040120;10.0;12.0;0.0;0;0
BAS;202310040130;10.0;11.8;0.0;0;0
BAS;202310040140;9.6;11.1;0.0;0;0
BAS;202310040150;9.5;10.9;0.0;0;0
BAS;202310040200;9.7;11.4;0.0;0;0
BAS;202310040210;9.3;10.6;0.0;0;0
BAS;202310040220;9.2;10.6;0.0;0;0
BAS;202310040230;9.1;10.5;0.0;0;0
BAS;202310040240;9.4;11.3;0.0;0;0
BAS;202310040250;9.6;11.2;0.0;0;0
BAS;202310040300;9.2;10.5;0.0;0;0
BAS;202310040310;9.0;10.2;0.0;0;0
BAS;202310040320;9.2;10.4;0.0;0;0
BAS;202310040330;9.2;10.5;0.0;0;0
BAS;202310040340;9.2;10.6;0.0;0;0
BAS;202310040350;9.2;10.8;0.0;0;0
BAS;202310040400;9.1;10.4;0.0;0;0
BAS;202310040410;8.8;9.9;0.0;0;0
BAS;202310040420;9.0;10.6;0.0;0;0
BAS;202310040430;8.8;9.9;0.0;0;0
BAS;202310040440;8.7;9.6;0.0;0;0
BAS;202310040450;8.8;10.1;0.0;0;0
BAS;202310040500;8.8;10.1;0.0;0;0
BAS;202310040510;9.0;10.6;0.0;0;0
BAS;202310040520;8.9;10.3;0.0;0;0
BAS;202310040530;8.9;10.3;0.0;0;0
BAS;202310040540;9.1;10.7;0.0;0;0
BAS;202310040550;9.2;10.9;0.0;0;0
BAS;202310040600;9.3;11.1;0.0;0;0
BAS;202310040610;9.6;11.7;0.0;0;0
BAS;202310040620;9.7;11.8;0.0;0;0
BAS;202310040630;9.7;11.9;0.0;0;0
BAS;202310040640;9.7;12.0;0.0;0;0
BAS;202310040650;9.7;12.0;0.0;0;0
BAS;202310040700;9.9;12.3;0.0;0;0
BAS;202310040710;9.9;12.4;0.0;0;0
BAS;202310040720;10.0;12.7;0.0;0;1
BAS;202310040730;9.9;12.9;0.0;0;10
BAS;202310040740;9.9;13.3;0.0;0;10
BAS;202310040750;9.9;13.6;0.0;0;10
BAS;202310040800;9.7;13.7;0.0;0;10
BAS;202310040810;9.9;14.0;0.0;0;10
BAS;202310040820;10.1;14.7;0.0;0;10
BAS;202310040830;9.7;13.8;0.0;0;10
BAS;202310040840;10.1;15.1;0.0;0;10
BAS;202310040850;10.0;15.5;0.0;0;10
BAS;202310040900;9.8;15.1;0.0;0;10
BAS;202310040910;10.0;15.6;0.0;0;10
BAS;202310040920;10.3;16.1;0.0;0;10
BAS;202310040930;10.1;16.2;0.0;0;10
BAS;202310040940;9.9;16.5;0.0;0;10
BAS;202310040950;10.3;17.1;0.0;0;3
BAS;202310041000;10.0;16.6;0.0;0;6
BAS;202310041010;10.1;16.4;0.0;0;3
BAS;202310041020;9.8;16.1;0.0;0;0
BAS;202310041030;10.0;17.6;0.0;0;8
BAS;202310041040;9.8;17.1;0.0;0;8
BAS;202310041050;9.8;17.8;0.0;0;10
BAS;202310041100;9.8;17.0;0.0;0;8
BAS;202310041110;9.8;17.7;0.0;0;10
BAS;202310041120;9.3;17.4;0.0;0;10
BAS;202310041130;9.7;18.4;0.0;0;10
BAS;202310041140;9.8;18.7;0.0;0;8
BAS;202310041150;9.6;18.4;0.0;0;7
BAS;202310041200;9.6;18.5;0.0;0;10
BAS;202310041210;9.4;18.5;0.0;0;10
BAS;202310041220;8.9;18.3;0.0;0;10
BAS;202310041230;8.9;18.7;0.0;0;10
BAS;202310041240;8.3;18.3;0.0;0;10
BAS;202310041250;8.5;18.5;0.0;0;10
BAS;202310041300;8.1;18.6;0.0;0;9
BAS;202310041310;7.9;18.5;0.0;0;1
BAS;202310041320;7.4;18.1;0.0;0;1
BAS;202310041330;8.4;18.9;0.0;0;2
BAS;202310041340;7.6;18.7;0.0;0;5
BAS;202310041350;7.6;18.5;0.0;0;2
BAS;202310041400;7.6;18.7;0.0;0;1
BAS;202310041410;7.4;18.4;0.0;0;0
BAS;202310041420;7.8;18.5;0.0;0;0
BAS;202310041430;7.8;18.4;0.0;0;0
BAS;202310041440;7.8;18.1;0.0;0;0
BAS;202310041450;8.1;18.0;0.0;0;0
BAS;202310041500;8.2;18.3;0.0;0;4
BAS;202310041510;8.0;18.2;0.0;0;10
BAS;202310041520;8.0;18.1;0.0;0;10
BAS;202310041530;8.1;18.1;0.0;0;10
BAS;202310041540;8.3;17.8;0.0;0;10
BAS;202310041550;8.1;17.8;0.0;1;10
BAS;202310041600;8.4;17.4;0.0;0;4
BAS;202310041610;8.0;17.4;0.0;0;2
BAS;202310041620;8.3;16.8;0.0;0;0
BAS;202310041630;8.3;17.0;0.0;0;0
BAS;202310041640;8.1;16.8;0.0;0;0
BAS;202310041650;7.8;17.1;0.0;0;0
BAS;202310041700;7.8;16.9;0.0;0;0
BAS;202310041710;7.8;16.8;0.0;0;0
BAS;202310041720;7.9;16.3;0.0;0;0
BAS;202310041730;8.1;15.6;0.0;0;0
BAS;202310041740;8.2;15.1;0.0;0;0
BAS;202310041750;8.3;15.1;0.0;0;0
BAS;202310041800;8.4;14.4;0.0;0;0
BAS;202310041810;8.4;14.2;0.0;0;0
BAS;202310041820;8.5;14.0;0.0;0;0
BAS;202310041830;8.4;13.4;0.0;0;0
BAS;202310041840;8.3;12.7;0.0;0;0
BAS;202310041850;8.4;11.8;0.0;0;0
BAS;202310041900;8.7;12.7;0.0;0;0
BAS;202310041910;8.8;12.3;0.0;0;0
BAS;202310041920;8.9;12.3;0.0;0;0
BAS;202310041930;8.7;11.9;0.0;0;0
BAS;202310041940;8.8;12.0;0.0;0;0
BAS;202310041950;8.8;11.6;0.0;0;0
BAS;202310042000;8.7;11.7;0.0;0;0
BAS;202310042010;8.6;11.1;0.0;0;0
BAS;202310042020;8.6;11.3;0.0;0;0
BAS;202310042030;8.5;11.6;0.0;0;0
BAS;202310042040;8.5;10.9;0.0;0;0
BAS;202310042050;8.5;10.7;0.0;0;0
BAS;202310042100;8.5;11.1;0.0;0;0
BAS;202310042110;8.4;10.7;0.0;0;0
BAS;202310042120;8.4;11.1;0.0;0;0
BAS;202310042130;8.4;10.8;0.0;0;0
BAS;202310042140;8.2;10.7;0.0;0;0
BAS;202310042150;8.0;9.9;0.0;0;0
BAS;202310042200;8.0;9.7;0.0;0;0
BAS;202310042210;8.0;9.4;0.0;0;0
BAS;202310042220;8.3;10.1;0.0;0;0
BAS;202310042230;8.1;9.6;0.0;0;0
BAS;202310042240;8.2;10.0;0.0;0;0
BAS;202310042250;8.1;9.5;0.0;0;0
BAS;202310042300;8.0;9.3;0.0;0;0
BAS;202310042310;8.0;9.5;0.0;0;0
BAS;202310042320;8.1;9.3;0.0;0;0
BAS;202310042330;8.0;9.4;0.0;0;0
BAS;202310042340;8.0;9.4;0.0;0;0
BAS;202310042350;8.0;9.4;0.0;0;0
BAS;202310050000;7.9;9.2;0.0;0;0
BAS;202310050010;7.8;9.1;0.0;0;0
BAS;202310050020;7.8;8.9;0.0;0;0
BAS;202310050030;7.8;8.7;0.0;0;0
BAS;202310050040;7.8;8.4;0.0;0;0
BAS;202310050050;7.6;7.9;0.0;0;0
BAS;202310050100;7.8;8.6;0.0;0;0
BAS;202310050110;7.8;8.3;0.0;0;0
BAS;202310050120;7.6;7.9;0.0;0;0
BAS;202310050130;7.6;7.8;0.0;0;0
BAS;202310050140;7.6;8.0;0.0;0;0
BAS;202310050150;7.6;8.0;0.0;0;0
BAS;202310050200;7.7;8.2;0.0;0;0
BAS;202310050210;7.6;7.9;0.0;0;0
BAS;202310050220;7.4;7.6;0.0;0;0
