 

stn;time;uto200s0;tre200s0;rre150z0;rco150z0;sre000z0
BAS;202306200450;14.9;19.4;0.0;0;0
BAS;202306200500;14.9;19.7;0.0;0;2
BAS;202306200510;15.0;19.9;0.0;0;6
BAS;202306200520;15.1;20.0;0.0;0;9
BAS;202306200530;15.1;20.2;0.0;0;4
BAS;202306200540;15.1;20.3;0.0;0;0
BAS;202306200550;15.5;21.0;0.0;0;8
BAS;202306200600;15.1;20.5;0.0;0;2
BAS;202306200610;15.0;20.6;0.0;0;7
BAS;202306200620;15.2;21.4;0.0;0;10
BAS;202306200630;15.4;21.8;0.0;0;10
BAS;202306200640;15.0;22.0;0.0;0;10
BAS;202306200650;15.0;22.2;0.0;0;10
BAS;202306200700;14.8;22.3;0.0;0;10
BAS;202306200710;14.9;22.8;0.0;0;10
BAS;202306200720;15.2;23.3;0.0;0;10
BAS;202306200730;14.9;23.3;0.0;0;10
BAS;202306200740;15.0;23.5;0.0;0;10
BAS;202306200750;15.1;24.0;0.0;0;10
BAS;202306200800;14.8;24.0;0.0;0;10
BAS;202306200810;15.1;24.5;0.0;0;10
BAS;202306200820;15.3;25.0;0.0;0;10
BAS;202306200830;15.5;25.5;0.0;0;10
BAS;202306200840;15.2;25.4;0.0;0;10
BAS;202306200850;15.5;26.0;0.0;0;10
BAS;202306200900;15.8;26.1;0.0;0;10
BAS;202306200910;15.1;26.2;0.0;0;10
BAS;202306200920;15.2;27.2;0.0;0;10
BAS;202306200930;14.8;27.4;0.0;0;10
BAS;202306200940;14.2;27.5;0.0;0;10
BAS;202306200950;14.3;27.4;0.0;0;10
BAS;202306201000;14.2;28.0;0.0;0;10
BAS;202306201010;14.1;28.1;0.0;0;10
BAS;202306201020;13.6;28.4;0.0;0;10
BAS;202306201030;14.2;29.3;0.0;0;10
BAS;202306201040;12.5;28.8;0.0;0;10
BAS;202306201050;12.5;30.1;0.0;0;10
BAS;202306201100;11.8;29.2;0.0;0;10
BAS;202306201110;12.1;28.7;0.0;0;10
BAS;202306201120;12.5;29.9;0.0;0;10
BAS;202306201130;11.6;29.5;0.0;0;10
BAS;202306201140;12.0;30.5;0.0;0;10
BAS;202306201150;10.8;30.1;0.0;0;10
BAS;202306201200;11.3;30.6;0.0;0;10
BAS;202306201210;11.2;31.4;0.0;0;10
BAS;202306201220;11.5;31.7;0.0;0;10
BAS;202306201230;12.2;31.9;0.0;0;10
BAS;202306201240;11.6;32.0;0.0;0;10
BAS;202306201250;11.7;31.8;0.0;0;10
BAS;202306201300;11.6;31.1;0.0;0;10
BAS;202306201310;11.5;31.6;0.0;0;10
BAS;202306201320;11.2;31.6;0.0;0;10
BAS;202306201330;12.4;32.7;0.0;0;10
BAS;202306201340;10.8;30.7;0.0;0;4
BAS;202306201350;11.1;30.6;0.0;0;0
BAS;202306201400;11.3;31.3;0.0;0;7
BAS;202306201410;11.2;31.5;0.0;0;10
BAS;202306201420;12.0;31.7;0.0;0;9
BAS;202306201430;11.9;31.7;0.0;0;10
BAS;202306201440;11.3;31.9;0.0;0;9
BAS;202306201450;11.6;31.4;0.0;0;5
BAS;202306201500;11.9;30.2;0.0;0;0
BAS;202306201510;11.3;30.4;0.0;0;0
BAS;202306201520;14.2;22.9;0.4;6;0
BAS;202306201530;14.7;21.0;0.3;10;0
BAS;202306201540;14.5;21.5;0.2;9;0
BAS;202306201550;15.1;21.6;0.2;10;0
BAS;202306201600;16.3;21.6;0.1;5;0
BAS;202306201610;16.5;22.5;0.0;0;0
BAS;202306201620;17.0;22.5;0.0;0;0
BAS;202306201630;17.0;23.0;0.0;0;2
BAS;202306201640;17.1;23.6;0.0;0;9
BAS;202306201650;16.8;24.0;0.0;0;7
BAS;202306201700;16.9;24.0;0.0;0;10
BAS;202306201710;16.0;23.7;0.0;0;2
BAS;202306201720;16.4;23.5;0.0;0;0
BAS;202306201730;16.9;23.3;0.0;0;0
BAS;202306201740;16.1;23.6;0.0;0;0
BAS;202306201750;15.9;23.6;0.0;0;0
BAS;202306201800;17.0;23.2;0.0;0;0
BAS;202306201810;16.7;23.3;0.0;0;0
BAS;202306201820;16.7;23.4;0.0;0;0
BAS;202306201830;17.3;23.1;0.0;0;0
BAS;202306201840;17.5;23.2;0.0;0;0
BAS;202306201850;16.8;22.5;0.0;0;0
BAS;202306201900;16.5;22.1;0.0;0;0
BAS;202306201910;16.4;22.0;0.0;0;0
BAS;202306201920;16.5;21.9;0.0;0;0
BAS;202306201930;16.1;22.0;0.0;0;0
BAS;202306201940;15.9;21.7;0.0;0;0
BAS;202306201950;16.1;21.8;0.0;0;0
BAS;202306202000;16.0;21.5;0.0;0;0
BAS;202306202010;15.6;21.8;0.0;0;0
BAS;202306202020;15.8;21.4;0.0;0;0
BAS;202306202030;15.7;21.6;0.0;0;0
BAS;202306202040;15.6;21.4;0.0;0;0
BAS;202306202050;15.8;21.3;0.0;0;0
BAS;202306202100;15.8;21.2;0.0;0;0
BAS;202306202110;15.7;21.3;0.0;0;0
BAS;202306202120;15.8;21.2;0.0;0;0
BAS;202306202130;15.7;21.1;0.0;0;0
BAS;202306202140;15.5;20.9;0.0;0;0
BAS;202306202150;15.5;21.0;0.0;0;0
BAS;202306202200;15.5;20.8;0.0;0;0
BAS;202306202210;15.5;20.8;0.0;0;0
BAS;202306202220;15.5;21.0;0.0;0;0
BAS;202306202230;15.6;20.9;0.0;0;0
BAS;202306202240;15.6;20.7;0.0;0;0
BAS;202306202250;15.7;20.6;0.0;0;0
BAS;202306202300;15.4;20.3;0.0;0;0
BAS;202306202310;15.1;20.2;0.0;0;0
BAS;202306202320;15.1;20.5;0.0;0;0
BAS;202306202330;15.1;20.2;0.0;0;0
BAS;202306202340;15.0;20.1;0.0;0;0
BAS;202306202350;15.1;20.0;0.0;0;0
BAS;202306210000;15.0;19.6;0.0;0;0
BAS;202306210010;15.1;19.7;0.0;0;0
BAS;202306210020;15.3;20.0;0.0;0;0
BAS;202306210030;15.2;19.8;0.0;0;0
BAS;202306210040;15.2;20.0;0.0;0;0
BAS;202306210050;15.2;19.8;0.0;0;0
BAS;202306210100;15.2;19.8;0.0;0;0
BAS;202306210110;15.3;19.4;0.0;0;0
BAS;202306210120;15.3;19.4;0.0;0;0
BAS;202306210130;15.1;19.4;0.0;0;0
BAS;202306210140;15.2;19.2;0.0;0;0
BAS;202306210150;15.1;19.5;0.0;0;0
BAS;202306210200;15.2;19.6;0.0;0;0
BAS;202306210210;15.1;19.7;0.0;0;0
BAS;202306210220;15.1;19.6;0.0;0;0
BAS;202306210230;14.0;20.1;0.0;0;0
BAS;202306210240;13.3;20.5;0.0;0;0
BAS;202306210250;13.1;20.3;0.0;0;0
BAS;202306210300;12.9;20.5;0.0;0;0
BAS;202306210310;13.1;20.1;0.0;0;0
BAS;202306210320;12.8;20.4;0.0;0;0
BAS;202306210330;12.8;20.3;0.0;0;0
BAS;202306210340;12.9;19.8;0.0;0;0
BAS;202306210350;12.8;19.7;0.0;0;0
BAS;202306210400;12.6;20.0;0.0;0;0
BAS;202306210410;13.2;20.0;0.0;0;0
BAS;202306210420;13.2;20.1;0.0;0;0
BAS;202306210430;13.5;20.2;0.0;0;0
BAS;202306210440;13.7;20.2;0.0;0;0
BAS;202306210450;14.0;19.9;0.0;0;0
BAS;202306210500;14.3;19.9;0.0;0;0
BAS;202306210510;14.6;20.1;0.0;0;0
BAS;202306210520;14.6;20.1;0.0;0;0
BAS;202306210530;14.6;20.2;0.0;0;0
BAS;202306210540;14.5;20.2;0.0;0;0
BAS;202306210550;14.4;20.7;0.0;0;0
BAS;202306210600;14.5;21.1;0.0;0;0
BAS;202306210610;14.5;21.2;0.0;0;0
BAS;202306210620;14.5;20.9;1.1;3;0
BAS;202306210630;14.6;18.5;11.7;10;0
BAS;202306210640;15.1;18.7;4.3;10;0
BAS;202306210650;14.6;18.4;2.1;10;0
BAS;202306210700;14.2;18.1;0.1;6;0
BAS;202306210710;14.7;18.0;0.0;0;0
BAS;202306210720;14.7;18.0;0.0;0;0
BAS;202306210730;14.5;18.1;0.0;0;0
BAS;202306210740;14.9;18.2;0.0;0;0
BAS;202306210750;15.1;18.6;0.0;0;0
BAS;202306210800;14.9;18.6;0.0;0;0
BAS;202306210810;14.6;19.0;0.0;0;3
BAS;202306210820;15.2;20.2;0.0;0;10
BAS;202306210830;15.7;20.3;0.0;0;5
BAS;202306210840;15.1;20.5;0.0;0;10
BAS;202306210850;15.1;20.8;0.0;0;9
BAS;202306210900;14.6;21.3;0.0;0;10
BAS;202306210910;15.7;21.6;0.0;0;8
BAS;202306210920;15.4;21.3;0.0;0;1
BAS;202306210930;15.1;22.2;0.0;0;4
BAS;202306210940;14.7;22.4;0.0;0;4
BAS;202306210950;15.1;22.8;0.0;0;4
BAS;202306211000;14.9;23.0;0.0;0;7
BAS;202306211010;15.2;24.2;0.0;0;10
BAS;202306211020;14.4;23.8;0.0;0;10
BAS;202306211030;14.1;24.2;0.0;0;10
BAS;202306211040;14.8;24.4;0.0;0;9
BAS;202306211050;14.1;24.1;0.0;0;0
BAS;202306211100;14.4;24.4;0.0;0;2
BAS;202306211110;14.5;24.7;0.0;0;4
BAS;202306211120;14.6;24.3;0.0;0;1
BAS;202306211130;13.9;24.5;0.0;0;10
BAS;202306211140;14.7;25.6;0.0;0;10
BAS;202306211150;14.2;25.2;0.0;0;10
BAS;202306211200;14.1;25.8;0.0;0;10
BAS;202306211210;13.9;25.4;0.0;0;10
BAS;202306211220;13.9;25.6;0.0;0;10
BAS;202306211230;14.5;26.5;0.0;0;10
BAS;202306211240;15.6;27.1;0.0;0;8
BAS;202306211250;14.1;26.7;0.0;0;10
BAS;202306211300;14.2;26.5;0.0;0;10
BAS;202306211310;13.5;25.9;0.0;0;1
BAS;202306211320;13.9;25.4;0.0;0;0
BAS;202306211330;14.7;25.4;0.0;0;0
BAS;202306211340;14.0;25.6;0.0;0;0
BAS;202306211350;14.6;25.3;0.0;1;0
BAS;202306211400;15.2;25.2;0.0;9;0
BAS;202306211410;15.0;25.4;0.0;0;0
BAS;202306211420;14.9;25.7;0.0;0;0
BAS;202306211430;14.7;25.3;0.0;0;0
BAS;202306211440;14.7;25.1;0.0;0;0
BAS;202306211450;14.9;25.4;0.0;0;0
BAS;202306211500;13.8;25.6;0.0;0;0
BAS;202306211510;14.7;25.3;0.0;0;0
BAS;202306211520;15.2;25.0;0.0;0;0
BAS;202306211530;15.0;24.1;0.0;1;0
BAS;202306211540;15.3;24.9;0.0;7;0
BAS;202306211550;15.4;25.1;0.0;2;0
BAS;202306211600;15.0;25.1;0.0;4;0
BAS;202306211610;15.4;25.3;0.0;0;0
BAS;202306211620;15.4;24.5;0.0;5;0
BAS;202306211630;15.0;25.2;0.0;6;2
BAS;202306211640;15.2;24.7;0.0;2;1
BAS;202306211650;14.9;24.7;0.0;0;0
BAS;202306211700;15.7;24.0;0.2;3;0
BAS;202306211710;16.6;22.4;0.1;10;0
BAS;202306211720;16.7;22.5;0.0;6;0
BAS;202306211730;16.8;22.4;0.0;0;0
BAS;202306211740;16.9;22.5;0.0;7;0
BAS;202306211750;17.7;22.3;0.1;6;0
BAS;202306211800;17.1;22.1;0.0;3;0
BAS;202306211810;17.0;22.1;0.0;0;0
BAS;202306211820;16.9;22.3;0.0;0;0
BAS;202306211830;17.3;22.0;0.0;0;0
BAS;202306211840;17.3;22.0;0.0;0;0
BAS;202306211850;17.3;21.9;0.0;0;0
BAS;202306211900;17.1;22.0;0.0;0;0
BAS;202306211910;17.0;21.7;0.0;0;0
BAS;202306211920;17.0;21.8;0.0;0;0
BAS;202306211930;17.1;21.5;0.0;0;0
BAS;202306211940;17.2;21.4;0.0;0;0
BAS;202306211950;17.2;21.2;0.0;0;0
BAS;202306212000;17.2;21.2;0.0;0;0
BAS;202306212010;17.1;21.4;0.0;0;0
BAS;202306212020;17.1;21.1;0.0;0;0
BAS;202306212030;17.0;21.3;0.0;0;0
BAS;202306212040;16.9;20.8;0.0;0;0
BAS;202306212050;16.8;21.0;0.0;0;0
BAS;202306212100;16.8;20.7;0.0;0;0
BAS;202306212110;16.8;20.4;0.0;0;0
BAS;202306212120;16.6;20.2;0.0;0;0
BAS;202306212130;16.6;20.1;0.0;0;0
BAS;202306212140;16.5;20.1;0.0;0;0
BAS;202306212150;16.3;19.8;0.0;0;0
BAS;202306212200;16.3;19.9;0.0;0;0
BAS;202306212210;16.3;19.9;0.0;0;0
BAS;202306212220;16.3;19.8;0.0;0;0
BAS;202306212230;16.2;19.8;0.0;0;0
BAS;202306212240;16.1;19.6;0.0;0;0
BAS;202306212250;16.0;19.4;0.0;0;0
BAS;202306212300;15.9;19.4;0.0;0;0
BAS;202306212310;15.8;19.3;0.0;0;0
BAS;202306212320;15.6;19.2;0.0;0;0
BAS;202306212330;15.6;19.2;0.0;0;0
BAS;202306212340;15.4;19.0;0.0;0;0
BAS;202306212350;15.4;19.1;0.0;0;0
BAS;202306220000;15.4;19.0;0.0;0;0
BAS;202306220010;15.5;19.1;0.0;0;0
BAS;202306220020;15.4;19.1;0.0;0;0
BAS;202306220030;15.3;18.9;0.0;0;0
BAS;202306220040;15.2;18.8;0.0;0;0
BAS;202306220050;15.2;18.9;0.0;0;0
BAS;202306220100;15.3;19.0;0.0;0;0
BAS;202306220110;15.1;18.7;0.0;0;0
BAS;202306220120;15.1;18.8;0.0;0;0
BAS;202306220130;15.1;18.7;0.0;0;0
BAS;202306220140;15.0;18.6;0.0;0;0
BAS;202306220150;15.0;18.7;0.0;0;0
BAS;202306220200;14.9;18.6;0.0;0;0
BAS;202306220210;14.9;18.6;0.0;0;0
BAS;202306220220;14.8;18.5;0.0;0;0
BAS;202306220230;14.7;18.4;0.0;0;0
BAS;202306220240;14.8;18.3;0.0;0;0
BAS;202306220250;14.7;18.4;0.0;0;0
BAS;202306220300;14.8;18.3;0.0;0;0
BAS;202306220310;14.7;18.2;0.0;0;0
BAS;202306220320;14.8;18.3;0.0;0;0
BAS;202306220330;14.7;18.3;0.0;0;0
BAS;202306220340;14.7;18.1;0.0;0;0
BAS;202306220350;14.7;18.2;0.0;0;0
BAS;202306220400;14.6;18.0;0.0;0;0
BAS;202306220410;14.4;17.8;0.0;0;0
BAS;202306220420;14.6;18.2;0.0;0;0
BAS;202306220430;14.7;18.3;0.0;0;0
BAS;202306220440;14.9;18.5;0.0;0;0
BAS;202306220450;15.0;18.4;0.0;0;0
BAS;202306220500;14.9;18.4;0.0;0;0
BAS;202306220510;15.1;18.5;0.0;0;0
BAS;202306220520;15.2;18.6;0.0;0;0
BAS;202306220530;15.3;18.9;0.0;0;0
BAS;202306220540;15.3;19.0;0.0;0;8
BAS;202306220550;15.4;19.5;0.0;0;10
BAS;202306220600;15.6;20.0;0.0;0;6
BAS;202306220610;15.2;19.9;0.0;0;2
BAS;202306220620;15.4;20.1;0.0;0;0
BAS;202306220630;15.3;19.9;0.0;0;0
BAS;202306220640;15.5;19.9;0.0;0;0
BAS;202306220650;15.6;20.2;0.0;0;0
BAS;202306220700;15.8;20.4;0.0;0;0
BAS;202306220710;16.0;21.0;0.0;0;0
BAS;202306220720;15.8;21.2;0.0;0;1
BAS;202306220730;16.1;21.4;0.0;0;0
BAS;202306220740;15.5;21.1;0.0;0;0
BAS;202306220750;16.0;21.6;0.0;0;0
BAS;202306220800;15.9;22.0;0.0;0;0
BAS;202306220810;16.0;22.6;0.0;0;0
BAS;202306220820;16.0;23.3;0.0;0;2
BAS;202306220830;16.1;23.3;0.0;0;0
BAS;202306220840;15.9;23.2;0.0;0;0
BAS;202306220850;16.1;23.5;0.0;0;0
BAS;202306220900;16.3;23.9;0.0;0;0
BAS;202306220910;16.3;24.1;0.0;0;0
BAS;202306220920;16.3;24.0;0.0;0;0
BAS;202306220930;16.4;24.2;0.0;0;0
BAS;202306220940;16.6;24.8;0.0;0;0
BAS;202306220950;16.6;24.9;0.0;0;0
BAS;202306221000;16.9;25.0;0.0;0;0
BAS;202306221010;16.5;25.4;0.0;0;0
BAS;202306221020;17.1;25.2;0.0;0;0
BAS;202306221030;16.8;25.4;0.0;0;0
BAS;202306221040;17.1;25.4;0.0;0;0
BAS;202306221050;17.4;25.2;0.0;0;0
BAS;202306221100;17.7;25.1;0.0;0;0
BAS;202306221110;17.7;25.1;0.0;0;0
BAS;202306221120;18.3;25.0;0.0;0;0
BAS;202306221130;18.4;25.4;0.0;0;0
BAS;202306221140;17.8;25.5;0.0;0;0
BAS;202306221150;18.7;26.0;0.0;0;0
BAS;202306221200;18.3;25.7;0.0;0;0
BAS;202306221210;16.9;26.0;0.0;0;0
BAS;202306221220;16.2;25.8;0.0;1;0
BAS;202306221230;16.9;26.1;0.0;1;0
BAS;202306221240;16.2;26.5;0.0;3;1
BAS;202306221250;15.4;26.1;0.0;0;0
BAS;202306221300;15.5;26.2;0.0;0;0
BAS;202306221310;15.0;25.9;0.0;1;0
BAS;202306221320;15.4;25.1;0.0;3;0
BAS;202306221330;15.9;24.5;0.0;10;0
BAS;202306221340;17.1;23.9;0.1;7;0
BAS;202306221350;16.4;24.6;0.0;0;0
BAS;202306221400;17.5;24.7;0.0;0;0
BAS;202306221410;17.3;24.5;0.0;9;0
BAS;202306221420;16.9;25.1;0.0;1;0
BAS;202306221430;17.1;24.7;0.0;0;0
BAS;202306221440;16.6;25.3;0.0;0;2
BAS;202306221450;17.1;25.3;0.0;0;0
BAS;202306221500;16.4;25.1;0.0;0;0
BAS;202306221510;16.5;24.9;0.0;0;0
BAS;202306221520;16.4;24.6;0.0;0;0
BAS;202306221530;16.4;24.1;0.0;0;0
BAS;202306221540;16.0;24.3;0.0;0;0
BAS;202306221550;16.0;24.0;0.0;3;0
BAS;202306221600;16.9;23.6;0.0;9;0
BAS;202306221610;17.4;24.1;0.1;0;0
BAS;202306221620;16.1;23.7;0.0;0;0
BAS;202306221630;16.3;23.6;0.0;0;0
BAS;202306221640;15.4;23.3;0.0;0;0
BAS;202306221650;15.3;23.1;0.0;0;0
BAS;202306221700;15.3;23.0;0.0;0;0
BAS;202306221710;15.1;23.3;0.0;0;0
BAS;202306221720;15.2;22.8;0.2;2;0
BAS;202306221730;13.1;16.6;18.2;10;0
BAS;202306221740;13.4;16.8;4.5;10;0
BAS;202306221750;13.7;17.0;0.5;10;0
BAS;202306221800;13.5;16.9;0.1;10;0
BAS;202306221810;13.6;16.9;0.2;10;0
BAS;202306221820;13.8;17.7;0.1;10;0
BAS;202306221830;14.1;17.7;0.1;8;0
BAS;202306221840;13.8;17.6;0.0;3;0
BAS;202306221850;14.2;17.5;0.2;10;0
BAS;202306221900;14.2;17.7;0.1;10;0
BAS;202306221910;14.3;17.8;0.1;10;0
BAS;202306221920;13.7;18.0;0.0;5;0
BAS;202306221930;13.6;17.7;0.0;5;0
BAS;202306221940;13.6;17.8;0.0;0;0
BAS;202306221950;13.8;17.8;0.0;0;0
BAS;202306222000;13.3;18.0;0.0;4;0
BAS;202306222010;13.5;17.8;0.0;1;0
BAS;202306222020;13.5;17.9;0.0;0;0
BAS;202306222030;13.3;17.8;0.0;0;0
BAS;202306222040;13.5;17.8;0.0;0;0
BAS;202306222050;13.6;17.6;0.0;0;0
BAS;202306222100;13.5;17.4;0.0;0;0
BAS;202306222110;13.6;17.6;0.0;0;0
BAS;202306222120;13.7;17.3;0.0;0;0
BAS;202306222130;14.1;17.3;0.0;0;0
BAS;202306222140;13.6;17.6;0.0;0;0
BAS;202306222150;13.7;17.6;0.0;8;0
BAS;202306222200;13.3;17.8;0.2;10;0
BAS;202306222210;13.5;17.7;0.0;3;0
BAS;202306222220;13.4;17.5;0.0;10;0
BAS;202306222230;13.3;17.6;0.1;6;0
BAS;202306222240;13.3;17.5;0.1;10;0
BAS;202306222250;13.3;17.5;0.2;10;0
BAS;202306222300;13.4;17.5;0.0;6;0
BAS;202306222310;13.3;17.5;0.1;0;0
BAS;202306222320;13.3;17.4;0.0;10;0
BAS;202306222330;13.4;17.4;0.0;10;0
BAS;202306222340;13.5;17.4;0.0;10;0
BAS;202306222350;13.6;17.3;0.3;10;0
BAS;202306230000;13.5;17.3;0.3;10;0
BAS;202306230010;13.6;17.4;0.2;10;0
BAS;202306230020;13.7;17.3;0.4;10;0
BAS;202306230030;13.7;17.2;0.8;10;0
BAS;202306230040;13.6;17.2;0.9;10;0
BAS;202306230050;13.6;17.2;0.2;10;0
BAS;202306230100;13.4;17.1;0.2;10;0
BAS;202306230110;13.4;17.0;0.3;10;0
BAS;202306230120;13.3;17.0;0.1;10;0
BAS;202306230130;13.1;16.9;0.0;7;0
BAS;202306230140;13.1;16.8;0.0;0;0
BAS;202306230150;13.0;16.9;0.0;0;0
BAS;202306230200;12.9;16.9;0.0;0;0
BAS;202306230210;12.9;16.9;0.0;0;0
BAS;202306230220;12.9;16.9;0.0;0;0
BAS;202306230230;12.9;16.8;0.0;0;0
BAS;202306230240;12.9;16.9;0.0;0;0
BAS;202306230250;12.8;16.9;0.0;0;0
BAS;202306230300;12.9;17.0;0.0;0;0
BAS;202306230310;12.8;16.9;0.0;0;0
BAS;202306230320;12.7;16.9;0.0;0;0
BAS;202306230330;12.7;17.0;0.0;0;0
BAS;202306230340;12.6;17.0;0.0;0;0
BAS;202306230350;12.7;17.1;0.0;0;0
BAS;202306230400;12.6;17.1;0.0;0;0
BAS;202306230410;12.8;17.1;0.0;0;0
BAS;202306230420;12.6;17.1;0.0;0;0
BAS;202306230430;12.5;17.1;0.0;0;0
BAS;202306230440;12.6;17.2;0.0;0;0
BAS;202306230450;12.6;17.2;0.0;0;0
BAS;202306230500;12.6;17.2;0.0;0;0
BAS;202306230510;12.5;17.3;0.0;0;0
BAS;202306230520;12.5;17.2;0.0;0;0
BAS;202306230530;12.5;17.2;0.0;0;0
BAS;202306230540;12.4;17.4;0.0;0;0
BAS;202306230550;12.4;17.5;0.0;0;0
BAS;202306230600;12.6;17.6;0.0;0;0
BAS;202306230610;12.6;17.8;0.0;0;0
BAS;202306230620;12.7;18.0;0.0;0;2
BAS;202306230630;13.0;18.7;0.0;0;9
BAS;202306230640;12.7;18.5;0.0;0;1
BAS;202306230650;12.5;18.5;0.0;0;0
BAS;202306230700;12.7;18.7;0.0;0;0
BAS;202306230710;12.3;18.5;0.0;0;1
BAS;202306230720;12.5;19.1;0.0;0;8
BAS;202306230730;12.8;20.0;0.0;0;9
BAS;202306230740;12.2;19.0;0.0;0;0
BAS;202306230750;12.1;19.4;0.0;0;3
BAS;202306230800;12.1;20.2;0.0;0;7
BAS;202306230810;12.2;20.3;0.0;0;9
BAS;202306230820;11.8;20.4;0.0;0;10
BAS;202306230830;11.4;20.4;0.0;0;10
BAS;202306230840;11.4;20.6;0.0;0;10
BAS;202306230850;11.3;21.0;0.0;0;10
BAS;202306230900;10.5;21.4;0.0;0;10
BAS;202306230910;10.1;21.5;0.0;0;10
BAS;202306230920;10.6;22.0;0.0;0;10
BAS;202306230930;10.6;21.9;0.0;0;10
BAS;202306230940;10.6;22.2;0.0;0;9
BAS;202306230950;10.7;21.5;0.0;0;8
BAS;202306231000;10.4;21.8;0.0;0;10
BAS;202306231010;11.6;23.2;0.0;0;10
BAS;202306231020;10.6;22.0;0.0;0;7
BAS;202306231030;10.9;22.4;0.0;0;7
BAS;202306231040;10.0;22.3;0.0;0;7
BAS;202306231050;10.5;22.1;0.0;0;6
BAS;202306231100;10.5;22.8;0.0;0;6
BAS;202306231110;10.8;23.3;0.0;0;10
BAS;202306231120;10.2;22.3;0.0;0;7
BAS;202306231130;10.5;23.3;0.0;0;10
BAS;202306231140;10.6;23.9;0.0;0;10
BAS;202306231150;11.9;24.7;0.0;0;9
BAS;202306231200;10.4;23.2;0.0;0;5
BAS;202306231210;10.0;23.4;0.0;0;8
BAS;202306231220;10.5;24.2;0.0;0;10
BAS;202306231230;9.9;23.0;0.0;0;3
BAS;202306231240;10.3;24.1;0.0;0;8
BAS;202306231250;11.0;24.5;0.0;0;10
BAS;202306231300;10.1;24.2;0.0;0;7
BAS;202306231310;10.6;25.2;0.0;0;10
BAS;202306231320;9.8;24.3;0.0;0;6
BAS;202306231330;9.7;24.7;0.0;0;8
BAS;202306231340;9.7;24.8;0.0;0;10
BAS;202306231350;9.7;25.4;0.0;0;8
BAS;202306231400;10.2;24.9;0.0;0;7
BAS;202306231410;9.6;23.8;0.0;0;0
BAS;202306231420;10.0;25.3;0.0;0;8
BAS;202306231430;10.2;25.1;0.0;0;10
BAS;202306231440;9.8;24.9;0.0;0;10
BAS;202306231450;10.4;25.6;0.0;0;10
BAS;202306231500;9.8;24.2;0.0;0;2
BAS;202306231510;9.6;24.8;0.0;0;7
BAS;202306231520;9.5;24.9;0.0;0;10
BAS;202306231530;9.5;24.8;0.0;0;10
BAS;202306231540;9.7;25.1;0.0;0;10
BAS;202306231550;9.9;25.0;0.0;0;10
BAS;202306231600;9.5;24.8;0.0;0;10
BAS;202306231610;9.8;25.1;0.0;0;10
BAS;202306231620;9.2;24.9;0.0;0;10
BAS;202306231630;8.7;24.9;0.0;0;10
BAS;202306231640;8.5;25.0;0.0;0;10
BAS;202306231650;8.9;24.9;0.0;0;10
BAS;202306231700;7.9;24.6;0.0;0;10
BAS;202306231710;8.0;25.0;0.0;0;10
BAS;202306231720;8.2;24.3;0.0;0;10
BAS;202306231730;8.5;24.5;0.0;0;10
BAS;202306231740;8.2;24.5;0.0;0;10
BAS;202306231750;8.7;24.1;0.0;0;10
BAS;202306231800;8.4;24.0;0.0;0;10
BAS;202306231810;8.4;23.7;0.0;0;10
BAS;202306231820;8.8;23.2;0.0;0;10
BAS;202306231830;8.6;23.2;0.0;0;10
BAS;202306231840;8.6;23.3;0.0;0;10
BAS;202306231850;8.2;23.4;0.0;0;7
BAS;202306231900;8.4;22.6;0.0;0;0
BAS;202306231910;8.6;22.1;0.0;0;0
BAS;202306231920;8.7;22.1;0.0;0;0
BAS;202306231930;8.7;21.9;0.0;0;0
BAS;202306231940;9.1;20.9;0.0;0;0
BAS;202306231950;8.7;22.1;0.0;0;0
BAS;202306232000;9.2;21.1;0.0;0;0
BAS;202306232010;10.2;19.5;0.0;0;0
BAS;202306232020;10.4;18.9;0.0;0;0
BAS;202306232030;9.8;19.5;0.0;0;0
BAS;202306232040;10.5;18.6;0.0;0;0
BAS;202306232050;10.8;18.0;0.0;0;0
BAS;202306232100;11.0;17.6;0.0;0;0
BAS;202306232110;11.0;17.6;0.0;0;0
BAS;202306232120;11.3;17.2;0.0;0;0
BAS;202306232130;11.0;17.2;0.0;0;0
BAS;202306232140;11.1;17.0;0.0;0;0
BAS;202306232150;10.8;17.1;0.0;0;0
BAS;202306232200;10.9;17.0;0.0;0;0
BAS;202306232210;10.7;17.2;0.0;0;0
BAS;202306232220;11.0;16.0;0.0;0;0
BAS;202306232230;10.5;16.6;0.0;0;0
BAS;202306232240;10.3;17.5;0.0;0;0
BAS;202306232250;10.6;16.5;0.0;0;0
BAS;202306232300;10.5;16.5;0.0;0;0
BAS;202306232310;10.2;16.7;0.0;0;0
BAS;202306232320;10.3;16.1;0.0;0;0
BAS;202306232330;10.3;16.5;0.0;0;0
BAS;202306232340;10.4;16.2;0.0;0;0
BAS;202306232350;10.4;15.7;0.0;0;0
BAS;202306240000;10.5;15.2;0.0;0;0
BAS;202306240010;10.6;15.5;0.0;0;0
BAS;202306240020;10.4;15.3;0.0;0;0
BAS;202306240030;10.0;15.9;0.0;0;0
BAS;202306240040;10.1;15.8;0.0;0;0
BAS;202306240050;10.1;15.5;0.0;0;0
BAS;202306240100;10.1;15.7;0.0;0;0
BAS;202306240110;10.3;15.6;0.0;0;0
BAS;202306240120;10.3;15.5;0.0;0;0
BAS;202306240130;10.1;15.2;0.0;0;0
BAS;202306240140;10.1;15.3;0.0;0;0
